,price,condition,district,max_floor,street,num_rooms,region,area,url,num_bathrooms,building_type,floor,ceiling_height
750,34000.0,good,Achapnyak,16,16 District,3,Yerevan,83.0,http://www.myrealty.am/en/item/36493/3-senyakanoc-bnakaran-vacharq-Yerevan-Achapnyak,1,panel,6,2.8
751,33000.0,zero condition,Shengavit,9,Bagratuniats Ave,3,Yerevan,75.0,http://www.myrealty.am/en/item/37054/3-senyakanoc-bnakaran-vacharq-Yerevan-Shengavit,1,panel,1,2.8
752,34000.0,good,Malatia-Sebastia,14,Z.Andranik St,2,Yerevan,66.0,http://www.myrealty.am/en/item/24446/2-senyakanoc-bnakaran-vacharq-Yerevan-Malatia-Sebastia,1,panel,4,2.8
754,37000.0,good,Shengavit,5,Bagratuniats Ave,2,Yerevan,55.0,http://www.myrealty.am/en/item/22407/2-senyakanoc-bnakaran-vacharq-Yerevan-Shengavit,1,stone,4,2.8
755,43000.0,newly repaired,Shengavit,9,Frunze St,3,Yerevan,72.0,http://www.myrealty.am/en/item/22600/3-senyakanoc-bnakaran-vacharq-Yerevan-Shengavit,1,panel,1,2.8
757,47000.0,good,Shengavit,10,Chexov St,3,Yerevan,100.0,http://www.myrealty.am/en/item/22740/3-senyakanoc-bnakaran-vacharq-Yerevan-Shengavit,1,panel,1,2.8
758,125000.0,good,Arabkir,9,A. Avetisyan St,3,Yerevan,140.0,http://www.myrealty.am/en/item/23136/3-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,panel,9,3.2
759,220000.0,newly repaired,Center,13,Amiryan St,3,Yerevan,96.0,http://www.myrealty.am/en/item/22076/3-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,monolit,11,3.0
760,81600.0,zero condition,Center,9,Ler. Kamsar St,3,Yerevan,107.0,http://www.myrealty.am/en/item/22722/3-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,monolit,9,3.0
761,82000.0,good,Center,10,Zavaryan St,3,Yerevan,92.0,http://www.myrealty.am/en/item/24075/3-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,panel,8,2.8
762,73000.0,zero condition,Center,14,Tsitsernakaberd Highway,2,Yerevan,84.0,http://www.myrealty.am/en/item/22507/2-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,monolit,5,3.0
763,40000.0,good,Center,10,Kajaznuni St,1,Yerevan,38.0,http://www.myrealty.am/en/item/24066/1-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,panel,5,2.8
764,53000.0,good,Center,4,M.Khorenatsi St,2,Yerevan,78.0,http://www.myrealty.am/en/item/22633/2-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,stone,4,3.2
765,52000.0,good,Center,5,Tigran Mets Ave,3,Yerevan,78.0,http://www.myrealty.am/en/item/23293/3-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,stone,5,2.8
766,97000.0,newly repaired,Arabkir,11,Hr.Kochar St,3,Yerevan,82.0,http://www.myrealty.am/en/item/22304/3-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,monolit,10,3.0
767,85000.0,newly repaired,Center,9,M.Khorenatsi St,3,Yerevan,92.0,http://www.myrealty.am/en/item/22854/3-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,panel,3,2.8
768,330000.0,newly repaired,Center,5,Moskovyan St,3,Yerevan,110.0,http://www.myrealty.am/en/item/23891/3-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,stone,4,3.2
769,95000.0,good,Arabkir,4,Kievyan St,3,Yerevan,86.0,http://www.myrealty.am/en/item/22649/3-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,stone,2,3.2
770,53000.0,newly repaired,Erebuni,5,Avanesov St,4,Yerevan,93.0,http://www.myrealty.am/en/item/22305/4-senyakanoc-bnakaran-vacharq-Yerevan-Erebuni,1,stone,3,2.8
771,300000.0,newly repaired,Center,5,Tamanyan St,3,Yerevan,112.0,http://www.myrealty.am/en/item/22155/3-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,stone,3,3.2
772,85000.0,good,Arabkir,9,A. Khachatrian St,3,Yerevan,100.0,http://www.myrealty.am/en/item/23141/3-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,panel,4,2.8
773,37000.0,good,Shengavit,5,Nizami St,1,Yerevan,48.0,http://www.myrealty.am/en/item/22448/1-senyakanoc-bnakaran-vacharq-Yerevan-Shengavit,1,stone,1,2.8
774,69000.0,newly repaired,Arabkir,5,Sundukyan St,4,Yerevan,92.0,http://www.myrealty.am/en/item/23327/4-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,stone,5,2.8
775,105000.0,good,Arabkir,5,A. Khachatrian St,4,Yerevan,91.0,http://www.myrealty.am/en/item/23146/4-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,stone,2,2.8
776,37000.0,good,Qanaqer-Zeytun,5,Droi St,2,Yerevan,64.0,http://www.myrealty.am/en/item/31106/2-senyakanoc-bnakaran-vacharq-Yerevan-Qanaqer-Zeytun,1,stone,4,2.8
777,37000.0,good,Nor Norq,5,Jrvej district,3,Yerevan,76.0,http://www.myrealty.am/en/item/28154/3-senyakanoc-bnakaran-vacharq-Yerevan-Nor%20Norq,1,stone,2,2.8
778,37000.0,good,Shengavit,9,Sharur St,2,Yerevan,61.0,http://www.myrealty.am/en/item/30899/2-senyakanoc-bnakaran-vacharq-Yerevan-Shengavit,1,panel,6,2.8
779,37000.0,good,Arabkir,5,Mamikoniants St,1,Yerevan,46.0,http://www.myrealty.am/en/item/25923/1-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,other,3,3.0
780,40000.0,newly repaired,Center,11,Saryan St,1,Yerevan,39.0,http://www.myrealty.am/en/item/24165/1-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,panel,11,2.8
781,37000.0,good,Nor Norq,9,Karaxanyan St,4,Yerevan,97.0,http://www.myrealty.am/en/item/31513/4-senyakanoc-bnakaran-vacharq-Yerevan-Nor%20Norq,1,panel,9,2.8
782,37000.0,newly repaired,Erebuni,5,Nor Aresh 15 St,3,Yerevan,64.0,http://www.myrealty.am/en/item/37452/3-senyakanoc-bnakaran-vacharq-Yerevan-Erebuni,1,stone,1,2.8
783,37000.0,newly repaired,Achapnyak,5,Halabyan St,2,Yerevan,40.0,http://www.myrealty.am/en/item/25757/2-senyakanoc-bnakaran-vacharq-Yerevan-Achapnyak,1,stone,4,3.8
784,37000.0,good,Malatia-Sebastia,14,Z.Andranik St,3,Yerevan,83.0,http://www.myrealty.am/en/item/25482/3-senyakanoc-bnakaran-vacharq-Yerevan-Malatia-Sebastia,1,panel,1,2.8
785,37000.0,newly repaired,Achapnyak,16,16 District,3,Yerevan,76.0,http://www.myrealty.am/en/item/25642/3-senyakanoc-bnakaran-vacharq-Yerevan-Achapnyak,1,panel,15,2.8
786,37000.0,newly repaired,Malatia-Sebastia,14,Z.Andranik St,3,Yerevan,87.0,http://www.myrealty.am/en/item/27908/3-senyakanoc-bnakaran-vacharq-Yerevan-Malatia-Sebastia,1,panel,14,2.8
787,37000.0,good,Shengavit,5,Arshakunyats Ave,2,Yerevan,55.0,http://www.myrealty.am/en/item/24478/2-senyakanoc-bnakaran-vacharq-Yerevan-Shengavit,1,monolit,5,2.8
788,32000.0,newly repaired,Shengavit,9,Shevchenko St,2,Yerevan,68.0,http://www.myrealty.am/en/item/22698/2-senyakanoc-bnakaran-vacharq-Yerevan-Shengavit,1,panel,9,2.8
789,37000.0,good,Erebuni,5,Artsakh ave,2,Yerevan,54.0,http://www.myrealty.am/en/item/23042/2-senyakanoc-bnakaran-vacharq-Yerevan-Erebuni,1,stone,1,2.8
790,31000.0,good,Erebuni,5,Erebuni St,2,Yerevan,56.0,http://www.myrealty.am/en/item/27436/2-senyakanoc-bnakaran-vacharq-Yerevan-Erebuni,1,stone,1,2.8
791,37000.0,newly repaired,Shengavit,4,Garegin Nzhdeh Ave,2,Yerevan,48.0,http://www.myrealty.am/en/item/22701/2-senyakanoc-bnakaran-vacharq-Yerevan-Shengavit,1,stone,4,3.2
792,36000.0,zero condition,Malatia-Sebastia,9,Z.Andranik St,3,Yerevan,72.0,http://www.myrealty.am/en/item/22925/3-senyakanoc-bnakaran-vacharq-Yerevan-Malatia-Sebastia,1,panel,1,2.8
793,36000.0,good,Avan,9,Duryan disrtict,3,Yerevan,74.0,http://www.myrealty.am/en/item/22544/3-senyakanoc-bnakaran-vacharq-Yerevan-Avan,1,panel,5,2.8
794,37000.0,good,Arabkir,16,Arabkir 51 St,1,Yerevan,50.0,http://www.myrealty.am/en/item/23815/1-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,panel,16,2.8
795,36000.0,good,Erebuni,9,Khaghagh Don St,3,Yerevan,73.0,http://www.myrealty.am/en/item/22268/3-senyakanoc-bnakaran-vacharq-Yerevan-Erebuni,1,panel,8,2.8
796,36000.0,good,Nor Norq,16,Galshoyan St,3,Yerevan,82.0,http://www.myrealty.am/en/item/22449/3-senyakanoc-bnakaran-vacharq-Yerevan-Nor%20Norq,1,panel,12,2.8
797,36000.0,newly repaired,Center,14,Argishti St,1,Yerevan,36.0,http://www.myrealty.am/en/item/19240/1-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,monolit,7,3.2
798,35000.0,good,Achapnyak,4,Shinararner St,1,Yerevan,41.0,http://www.myrealty.am/en/item/13789/apartment-for-sale-in-Yerevan,1,stone,1,2.8
799,35000.0,newly repaired,Arabkir,5,Hr. Kochar 1 alley,1,Yerevan,34.0,http://www.myrealty.am/en/item/18111/1-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,stone,5,2.8
800,35000.0,newly repaired,Avan,14,Charents disrtict,2,Yerevan,65.0,http://www.myrealty.am/en/item/17610/2-senyakanoc-bnakaran-vacharq-Yerevan-Avan,1,panel,12,2.8
801,35000.0,good,Avan,14,Avan-Arinj 1 micro,2,Yerevan,60.0,http://www.myrealty.am/en/item/29740/2-senyakanoc-bnakaran-vacharq-Yerevan-Avan,1,other,1,2.8
802,35000.0,newly repaired,Nor Norq,9,Vilnyus St,3,Yerevan,53.0,http://www.myrealty.am/en/item/34868/3-senyakanoc-bnakaran-vacharq-Yerevan-Nor%20Norq,1,panel,1,2.8
803,36000.0,newly repaired,Avan,9,Avan-Arinj 1 micro,3,Yerevan,46.0,http://www.myrealty.am/en/item/20758/3-senyakanoc-bnakaran-vacharq-Yerevan-Avan,1,panel,9,2.8
804,35000.0,newly repaired,Center,10,Koryun St,1,Yerevan,44.0,http://www.myrealty.am/en/item/8693/1-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,stone,1,3.0
805,35000.0,zero condition,Shengavit,5,Bagratuniats Ave,2,Yerevan,65.0,http://www.myrealty.am/en/item/16154/2-senyakanoc-bnakaran-vacharq-Yerevan-Shengavit,1,stone,5,2.8
806,35000.0,newly repaired,Achapnyak,14,Norashen district,3,Yerevan,70.0,http://www.myrealty.am/en/item/17544/3-senyakanoc-bnakaran-vacharq-Yerevan-Achapnyak,1,panel,14,2.8
807,35000.0,newly repaired,Arabkir,12,Azatutyan Ave,1,Yerevan,40.0,http://www.myrealty.am/en/item/14595/1-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,panel,9,2.8
808,35000.0,good,Erebuni,5,Erebuni St,3,Yerevan,76.0,http://www.myrealty.am/en/item/15121/3-senyakanoc-bnakaran-vacharq-Yerevan-Erebuni,1,stone,5,2.8
809,35000.0,good,Avan,16,Narekatsi district,3,Yerevan,70.0,http://www.myrealty.am/en/item/14412/3-senyakanoc-bnakaran-vacharq-Yerevan-Avan,1,monolit,9,2.8
810,35000.0,good,Qanaqer-Zeytun,16,Kanaker 9 St,4,Yerevan,95.0,http://www.myrealty.am/en/item/15150/4-senyakanoc-bnakaran-vacharq-Yerevan-Qanaqer-Zeytun,1,panel,15,2.8
811,35000.0,newly repaired,Achapnyak,16,16 District 1 chain,2,Yerevan,60.0,http://www.myrealty.am/en/item/33731/2-senyakanoc-bnakaran-vacharq-Yerevan-Achapnyak,1,panel,8,2.8
812,36000.0,good,Arabkir,4,Azatutyan Ave,1,Yerevan,37.0,http://www.myrealty.am/en/item/18339/1-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,stone,4,3.2
813,40000.0,good,Arabkir,9,Azatutyan alley,2,Yerevan,70.0,http://www.myrealty.am/en/item/24276/2-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,panel,6,2.8
814,40000.0,good,Qanaqer-Zeytun,5,Davit Anhaxt St,1,Yerevan,47.0,http://www.myrealty.am/en/item/23726/1-senyakanoc-bnakaran-vacharq-Yerevan-Qanaqer-Zeytun,1,stone,4,2.8
815,40000.0,good,Malatia-Sebastia,16,Z.Andranik St,3,Yerevan,94.0,http://www.myrealty.am/en/item/22832/3-senyakanoc-bnakaran-vacharq-Yerevan-Malatia-Sebastia,1,panel,12,2.8
816,40000.0,good,Arabkir,5,N. Tigranyan St,2,Yerevan,47.0,http://www.myrealty.am/en/item/20661/2-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,stone,4,2.8
817,40000.0,good,Achapnyak,4,Estonakan St,3,Yerevan,80.0,http://www.myrealty.am/en/item/23081/3-senyakanoc-bnakaran-vacharq-Yerevan-Achapnyak,1,stone,1,2.8
818,40000.0,good,Shengavit,10,Sharur St,3,Yerevan,91.0,http://www.myrealty.am/en/item/19861/3-senyakanoc-bnakaran-vacharq-Yerevan-Shengavit,1,panel,8,3.2
819,40000.0,zero condition,Qanaqer-Zeytun,9, Z. Kanaqertsi,3,Yerevan,74.0,http://www.myrealty.am/en/item/17577/3-senyakanoc-bnakaran-vacharq-Yerevan-Qanaqer-Zeytun,1,panel,8,2.8
820,40000.0,newly repaired,Center,10,Agatangeghos St,1,Yerevan,40.0,http://www.myrealty.am/en/item/18047/1-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,panel,6,2.8
821,40000.0,zero condition,Qanaqer-Zeytun,9, Z. Kanaqertsi,3,Yerevan,74.0,http://www.myrealty.am/en/item/18921/3-senyakanoc-bnakaran-vacharq-Yerevan-Qanaqer-Zeytun,1,panel,8,2.8
822,40000.0,newly repaired,Avan,9,Acharyan St,3,Yerevan,64.0,http://www.myrealty.am/en/item/14616/3-senyakanoc-bnakaran-vacharq-Yerevan-Avan,1,panel,8,2.8
823,40000.0,newly repaired,Nor Norq,9,Minsk St,3,Yerevan,80.0,http://www.myrealty.am/en/item/22381/3-senyakanoc-bnakaran-vacharq-Yerevan-Nor%20Norq,1,panel,5,2.8
824,36000.0,newly repaired,Achapnyak,16,16 District 1 chain,2,Yerevan,63.0,http://www.myrealty.am/en/item/17680/2-senyakanoc-bnakaran-vacharq-Yerevan-Achapnyak,1,monolit,6,2.8
825,40000.0,good,Nor Norq,16,Badal Muradyan St,3,Yerevan,94.0,http://www.myrealty.am/en/item/22482/3-senyakanoc-bnakaran-vacharq-Yerevan-Nor%20Norq,1,panel,14,2.8
826,36000.0,zero condition,Arabkir,5,Kasyan St,1,Yerevan,37.0,http://www.myrealty.am/en/item/16004/1-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,stone,2,3.2
828,35800.0,newly repaired,Shengavit,3,Garegin Nzhdeh Ave,2,Yerevan,50.0,http://www.myrealty.am/en/item/23678/2-senyakanoc-bnakaran-vacharq-Yerevan-Shengavit,1,stone,1,3.2
829,35500.0,good,Malatia-Sebastia,9,Raffi St,3,Yerevan,75.0,http://www.myrealty.am/en/item/35791/3-senyakanoc-bnakaran-vacharq-Yerevan-Malatia-Sebastia,1,panel,1,2.8
830,35800.0,newly repaired,Qanaqer-Zeytun,9,Rubinyants St,2,Yerevan,67.0,http://www.myrealty.am/en/item/36797/2-senyakanoc-bnakaran-vacharq-Yerevan-Qanaqer-Zeytun,1,panel,1,2.8
831,35500.0,newly repaired,Center,10,Arshakunyats Ave,1,Yerevan,40.0,http://www.myrealty.am/en/item/15627/1-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,panel,3,2.8
832,35500.0,good,Arabkir,9,N. Zaryan St,1,Yerevan,48.0,http://www.myrealty.am/en/item/35494/1-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,panel,2,2.8
834,115000.0,zero condition,Arabkir,7,Hr.Kochar St,3,Yerevan,122.0,http://www.myrealty.am/en/item/23258/3-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,monolit,7,3.0
836,52000.0,newly repaired,Arabkir,9,Gyulbenkyan St,1,Yerevan,45.0,http://www.myrealty.am/en/item/22248/1-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,panel,7,2.8
837,40000.0,newly repaired,Arabkir,4,Kievyan St,1,Yerevan,32.0,http://www.myrealty.am/en/item/34028/1-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,stone,1,2.8
838,40000.0,zero condition,Center,3,Argishti St,1,Yerevan,41.0,http://www.myrealty.am/en/item/33266/1-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,monolit,2,2.8
839,40000.0,newly repaired,Erebuni,14,Erebuni St,2,Yerevan,58.0,http://www.myrealty.am/en/item/32308/2-senyakanoc-bnakaran-vacharq-Yerevan-Erebuni,1,panel,1,2.8
840,178200.0,zero condition,Center,10,Nalbandyan St,3,Yerevan,132.0,http://www.myrealty.am/en/item/22823/3-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,monolit,10,3.0
841,88000.0,newly repaired,Arabkir,5,Gyulbenkyan St,2,Yerevan,75.0,http://www.myrealty.am/en/item/23241/2-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,stone,3,2.8
842,125000.0,newly repaired,Center,5,Sayat Nova Ave,3,Yerevan,105.0,http://www.myrealty.am/en/item/24227/3-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,stone,5,3.2
843,85000.0,zero condition,Center,10,Nar Dos 1 alley,3,Yerevan,105.0,http://www.myrealty.am/en/item/23328/3-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,panel,9,2.8
844,40000.0,newly repaired,Erebuni,5,Vardashen district,3,Yerevan,50.0,http://www.myrealty.am/en/item/31122/3-senyakanoc-bnakaran-vacharq-Yerevan-Erebuni,1,stone,2,2.8
845,40000.0,newly repaired,Arabkir,9,A. Khachatrian St,2,Yerevan,42.0,http://www.myrealty.am/en/item/30266/2-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,panel,8,2.8
846,40000.0,newly repaired,Erebuni,5,Avanesov St,3,Yerevan,75.0,http://www.myrealty.am/en/item/29344/3-senyakanoc-bnakaran-vacharq-Yerevan-Erebuni,1,stone,3,2.8
847,40000.0,newly repaired,Davtashen,9,Davtashen 1 district,2,Yerevan,67.0,http://www.myrealty.am/en/item/30296/2-senyakanoc-bnakaran-vacharq-Yerevan-Davtashen,1,panel,1,2.8
848,40000.0,newly repaired,Nor Norq,12,Lvovyan St,3,Yerevan,61.0,http://www.myrealty.am/en/item/29685/3-senyakanoc-bnakaran-vacharq-Yerevan-Nor%20Norq,1,panel,9,2.8
849,40000.0,newly repaired,Arabkir,8,Orbeli Yeghbayrner   St,2,Yerevan,48.0,http://www.myrealty.am/en/item/29283/2-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,stone,7,2.8
850,40000.0,good,Qanaqer-Zeytun,4,Lepsus St,3,Yerevan,74.0,http://www.myrealty.am/en/item/29264/3-senyakanoc-bnakaran-vacharq-Yerevan-Qanaqer-Zeytun,1,stone,2,2.8
851,40000.0,good,Arabkir,14,Mamikoniants St,2,Yerevan,54.0,http://www.myrealty.am/en/item/29874/2-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,other,1,2.8
852,40000.0,zero condition,Nor Norq,14,Gyuliqevxyan St,2,Yerevan,68.0,http://www.myrealty.am/en/item/28356/2-senyakanoc-bnakaran-vacharq-Yerevan-Nor%20Norq,1,stone,7,3.0
853,40000.0,good,Qanaqer-Zeytun,13,Droi St,2,Yerevan,51.0,http://www.myrealty.am/en/item/28122/2-senyakanoc-bnakaran-vacharq-Yerevan-Qanaqer-Zeytun,1,panel,3,2.8
854,105000.0,newly repaired,Center,3,Moskovyan St,2,Yerevan,70.0,http://www.myrealty.am/en/item/23608/2-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,stone,3,3.2
855,40000.0,good,Arabkir,5,Komitas Ave,2,Yerevan,56.0,http://www.myrealty.am/en/item/27666/2-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,stone,1,2.8
856,40000.0,good,Qanaqer-Zeytun,5,Z. Sarkavag St,2,Yerevan,60.0,http://www.myrealty.am/en/item/27861/2-senyakanoc-bnakaran-vacharq-Yerevan-Qanaqer-Zeytun,1,stone,1,2.8
857,50000.0,good,Arabkir,5,Gyulbenkyan St,2,Yerevan,58.0,http://www.myrealty.am/en/item/23618/2-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,stone,5,2.8
858,51000.0,newly repaired,Center,14,E. Qochar St,2,Yerevan,64.0,http://www.myrealty.am/en/item/23924/2-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,panel,5,2.8
859,50000.0,good,Shengavit,3,Mayisi 9 St,3,Yerevan,85.0,http://www.myrealty.am/en/item/23647/3-senyakanoc-bnakaran-vacharq-Yerevan-Shengavit,1,stone,1,3.2
860,180000.0,good,Center,5,Teryan St,3,Yerevan,120.0,http://www.myrealty.am/en/item/23223/3-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,other,4,2.8
862,180000.0,newly repaired,Davtashen,16,Davtashen 4 district,3,Yerevan,140.0,http://www.myrealty.am/en/item/27618/3-senyakanoc-bnakaran-vacharq-Yerevan-Davtashen,2,monolit,14,2.8
863,180000.0,good,Center,5,Abovyan St,3,Yerevan,117.0,http://www.myrealty.am/en/item/23767/3-senyakanoc-bnakaran-vacharq-Yerevan-Center,2,stone,3,3.2
864,180000.0,newly repaired,Center,15,Aram St,3,Yerevan,93.0,http://www.myrealty.am/en/item/28243/3-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,monolit,15,3.2
865,180000.0,newly repaired,Arabkir,13,Mamikoniants St,4,Yerevan,135.0,http://www.myrealty.am/en/item/23342/4-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,2,monolit,4,3.0
866,180000.0,newly repaired,Center,4,Mashtots Ave,3,Yerevan,102.0,http://www.myrealty.am/en/item/31530/3-senyakanoc-bnakaran-vacharq-Yerevan-Center,2,stone,4,3.0
867,180000.0,newly repaired,Center,5,Abovyan St,4,Yerevan,145.0,http://www.myrealty.am/en/item/31948/4-senyakanoc-bnakaran-vacharq-Yerevan-Center,2,stone,2,3.2
868,180000.0,newly repaired,Center,7,Koghbatsi St,3,Yerevan,107.0,http://www.myrealty.am/en/item/29244/3-senyakanoc-bnakaran-vacharq-Yerevan-Center,2,monolit,2,3.0
869,180000.0,newly repaired,Center,5,Nalbandyan St,4,Yerevan,117.0,http://www.myrealty.am/en/item/31716/4-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,stone,2,2.8
871,180000.0,newly repaired,Arabkir,18,Adonts St,4,Yerevan,144.0,http://www.myrealty.am/en/item/34488/4-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,2,monolit,3,3.0
872,180000.0,newly repaired,Center,10,Charents St,3,Yerevan,125.0,http://www.myrealty.am/en/item/37546/3-senyakanoc-bnakaran-vacharq-Yerevan-Center,2,monolit,5,2.8
874,180000.0,zero condition,Center,5,Antarayin St,4,Yerevan,129.0,http://www.myrealty.am/en/item/32661/4-senyakanoc-bnakaran-vacharq-Yerevan-Center,2,monolit,3,3.2
875,180000.0,newly repaired,Center,10,Charents St,3,Yerevan,125.0,http://www.myrealty.am/en/item/37920/3-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,monolit,5,3.0
876,180000.0,newly repaired,Center,10,Charents St,3,Yerevan,125.0,http://www.myrealty.am/en/item/37678/3-senyakanoc-bnakaran-vacharq-Yerevan-Center,2,monolit,5,2.8
877,180000.0,newly repaired,Center,12,Charents St,3,Yerevan,125.0,http://www.myrealty.am/en/item/37577/3-senyakanoc-bnakaran-vacharq-Yerevan-Center,2,monolit,5,3.0
878,185000.0,newly repaired,Center,6,Abovyan St,3,Yerevan,98.0,http://www.myrealty.am/en/item/449/3-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,stone,4,3.2
879,185000.0,newly repaired,Center,5,Sayat Nova Ave,4,Yerevan,120.0,http://www.myrealty.am/en/item/17368/4-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,stone,3,3.0
880,187000.0,newly repaired,Center,5,Sayat Nova Ave,4,Yerevan,120.0,http://www.myrealty.am/en/item/17161/4-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,stone,3,3.0
882,185000.0,zero condition,Center,12,Tumanyan St,4,Yerevan,132.0,http://www.myrealty.am/en/item/37259/4-senyakanoc-bnakaran-vacharq-Yerevan-Center,2,monolit,9,3.2
883,185000.0,newly repaired,Center,15,Aram St,3,Yerevan,94.0,http://www.myrealty.am/en/item/22576/3-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,monolit,15,3.0
884,185000.0,newly repaired,Center,23,Vardanants St,2,Yerevan,91.0,http://www.myrealty.am/en/item/15985/2-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,monolit,6,3.0
885,185000.0,newly repaired,Center,6,A.Manukyan St,4,Yerevan,145.0,http://www.myrealty.am/en/item/29975/4-senyakanoc-bnakaran-vacharq-Yerevan-Center,2,other,6,3.0
886,34000.0,newly repaired,Shengavit,9,Artashisyan St,2,Yerevan,52.0,http://www.myrealty.am/en/item/31091/2-senyakanoc-bnakaran-vacharq-Yerevan-Shengavit,1,panel,1,3.0
887,185000.0,newly repaired,Center,4,Pushkin St,3,Yerevan,145.0,http://www.myrealty.am/en/item/29784/3-senyakanoc-bnakaran-vacharq-Yerevan-Center,2,stone,3,3.0
888,35000.0,good,Avan,14,Duryan disrtict,2,Yerevan,66.0,http://www.myrealty.am/en/item/7598/2-senyakanoc-bnakaran-vacharq-Yerevan-Avan,1,panel,13,2.8
889,34700.0,newly repaired,Shengavit,4,Exbayrutyan St,2,Yerevan,66.0,http://www.myrealty.am/en/item/36776/2-senyakanoc-bnakaran-vacharq-Yerevan-Shengavit,1,stone,4,2.8
890,35000.0,newly repaired,Achapnyak,9,Shiraz St,1,Yerevan,42.0,http://www.myrealty.am/en/item/6440/apartment-for-sale-in-Yerevan,1,panel,6,2.8
891,34700.0,good,Shengavit,4,Exbayrutyan St,2,Yerevan,66.0,http://www.myrealty.am/en/item/36674/2-senyakanoc-bnakaran-vacharq-Yerevan-Shengavit,1,stone,4,2.8
892,35000.0,good,Erebuni,9,Khaghagh Don St,2,Yerevan,61.0,http://www.myrealty.am/en/item/6405/apartment-for-sale-in-Yerevan,1,panel,8,2.8
893,34500.0,good,Malatia-Sebastia,9,Raffi St,3,Yerevan,87.0,http://www.myrealty.am/en/item/36130/3-senyakanoc-bnakaran-vacharq-Yerevan-Malatia-Sebastia,1,other,7,2.8
894,34000.0,good,Malatia-Sebastia,9,A. Babajanyan St,3,Yerevan,73.0,http://www.myrealty.am/en/item/37750/3-senyakanoc-bnakaran-vacharq-Yerevan-Malatia-Sebastia,1,panel,9,2.8
895,35000.0,good,Achapnyak,4,Fuchik 2 alley,2,Yerevan,50.0,http://www.myrealty.am/en/item/111/apartment-for-sale-in-Yerevan,1,stone,4,2.6
896,34000.0,good,Shengavit,9,Frunze St,3,Yerevan,80.0,http://www.myrealty.am/en/item/36769/3-senyakanoc-bnakaran-vacharq-Yerevan-Shengavit,1,panel,9,2.8
